userName,content,score,reviewCreatedVersion,date
Adwaidh Vs,very worse app don't waste your time the rewards for watching videos and tasks are too low no value for time spending for it,1,8.8,2020-08-04
Ruchira Govekar,once i gave 5 stars all the earning are stopped nd even the spin wheel stopped giving cash reward of i won ... all the game tournaments became too expensive .. just uninstalling it now .,1,7.91,2019-09-23
FUN_Time GAMER,this app doesn't give me money after installing the apps and completing tasks daily . so i want money i have downloaded at lease 10 to 12 apps,3,8.8,2020-05-16
new year,this app is too much bad..i have completed my 30rupy but not send my paytm account,1,8.8,2020-08-24
Somm Esh,"excellent really appreciate your payouts too , high pay for app install.. but little disappoint for not getting amount even keeping 3 to 4 days of installed apps.. other than awesome..",5,8.0,2019-11-16
Soumyajit patel,nice app and its give genuinely paytm cash within 24hours.,5,8.8,2020-07-21
ani 00971 p s,this app take long to withdraw and also some time offer wall is empty . of provide instant withdrawal and regular offer available it will be a good app. thanks,2,8.2,2020-01-11
45 Satao Vaibhav,"worst app ever, i completed tasks and not able to redeem money, it is showing try after 3 hours, it is showing always.",1,7.4,2019-04-27
Rabin b mathew,freakingly slow payouts just 2 rupees in a week and 0.2 rupees for watching video never goes more than 6 rupees and for checkout you must have 30 rupees.,1,8.8,2020-08-06
Ravneet Singh,nice easily earning app but it has glitches please fix,5,8.8,2020-08-08
Mr.gaming majumder,hii sir. i use your app 3/4 month. this app is good but i can't refer this app to my any friends because when i tell my friends to try this app and this app paid you 0.01 rupees per video...they told this is so irritating. so i really request you that you paid at least minimum 0.05 rupees........ hope you don't disappoint me. thank you,5,8.2,2019-12-29
Thakur vishal Singh,the worst app i never see it it take very long time to credit amt and also the feature is not good and minimum has collect it take very long time,1,8.0,2019-11-03
bro acoustic,"this app is unable toreedem money. it says please try after 1 hour, after 1 hour it says try after 3 hours. please solve thisproblem",1,7.7,2019-09-11
Taku Tabing,i have completed all the task but it's still in pending after many days due to which i am not getting my rewards and i have complained about this via email but not getting any response. totally disappointed.,2,8.0,2019-10-20
Sumitra Tarai,good app but sometimes watch video option not working . i love this app its really giving me money simple by watching some ads . i love it .,5,8.7,2020-04-27
Nicodin Nag,app is good but withdraw process is very bad. it required to download offers app...,1,9.0,2020-09-25
iam Sarao,this is very low quality app. i invite my many friends and many of them download it and enter my reffer code but i do not recieve any money. my wallet is 0. i also watch videos and complete tasks but no money i receive. so i recommended do not download it...,1,8.7,2020-04-09
Jayashree Chandanshive,"thanks for fixing the problem now i am able to redeem,plz solve the app installation problem the first step to start it many times does not verify after doing all the things.",4,7.7,2019-10-03
Rishabh ahuja,there are no offers for past six day only 4 to 5 offers are there can't reach the withdrawal limit for six day. wallet update is on time two stars for that or else zero.,2,8.2,2020-02-12
Eman studio,i give this app 4 star beacause i have downloaded 2app .. airtel free & policy bazzar but finally it said failed to get reward,4,8.8,2020-06-30
Unhappy Biswanath,"best money earning app.... but there are some problems here. downloading offers rarely come up, want more and more offers.",4,8.7,2020-04-02
Dukki Dileep,this app is genuine..i have got money transferred into my paytm wallet within 2 days...use this app,5,8.8,2020-07-20
STUDY WITH TRICKS,it's not so good app. i downloaded it by viewing the ad in buzzbreak app because i thought that this app is like buzzbreak ..but i wrong this is not useful for earning. i am really disappointed by download it so i uninstalled it.,1,0.0,2020-03-05
Shubham Dharm,"hey guys i'm a user of this app.why are you cheating me, like watching videos.i watch videos but you are not getting me higher pay for a video, you just pay me 0.1,0.2,0.3,and0.4 please fix this problem.other voice i will uninstall the app.thanks",3,7.6,2019-06-14
vishal kumar,i have downloaded one app to use it for 15 days and collect all the rewards i was collecting reqard daily by using the app but on 8th day i do the same i use it again from frizza app but they don't give me reward for that day again this happens next what i should do plzz help me 🙏,1,0.0,2020-07-26
mahesh saboo,i have completed the tasks but now l m unable to withdraw the money from this app. whenever l try to withdraw the money it prevents me from saying that try after 3 hours. this is the most fraudulent app on play store. so pls do not download the app and waste your time.,1,7.4,2019-05-01
Sunny Dias,1)fake app. 2)works fine for one week and then stops. 3)on the day task completion no browsing detection.,1,7.1,2019-04-16
SHUBH SHARMA,very bad cant transfer money i wasted my 10 days to complete 50 rupees every time it said please try after 3 hours do not install . it is not worthy for 1 star also.,1,7.6,2019-06-14
Vinit K viju,i installed khatta book and login but i did not get rs 27.5 as u have mentioned is this fake.,1,8.8,2020-06-11
it's your own channel,fake app every time says try after 3 hours. fraud prople made fraud app to moisuse our time. worst app till now i have seen.really frustrating.how can someone make these types of fraud to us.i have also emailed about it from 2 days but there is no response over it.i think this app deserves 0 stars.or negative.faltu app,1,7.4,2019-04-21
AMM,i can't redeem the money still it says try after 3 hours .since two weeks have past but nothing happens. i tried between 12 and 7 pm . no response at all,1,7.4,2019-05-26
Karma Rapria,i like this app . but one problem my paytm do not open and i do not pay money any body . please help me please add playstore payment please reply me yes ya no thanks sir,5,8.8,2020-05-19
MAHALAXMI CAR DECOR CS,very bad application for purpose of earning money because very few money create with take long time,1,8.8,2020-05-23
Gautham Yadav,"worst app when i try to redeem my money i shows a pop up saying that ""try again after 3hrs "" after three hrs again if i press recharge it is showing the same pop up worst app, cheating app.",1,7.5,2019-06-02
deepanshu bisht,amazing app but watching videos is providing very less amount.please increase amount,4,8.8,2020-05-15
Prateek Pandît,so fabulous app..no investment should be there & real cash offer to u..so brilliant i love this app,5,8.8,2020-07-13
mr. puzzle boy,this is a very vood app for earning money.it had many easy taks thay we can complete very easily but i rated it 4 star because the transaction of money takes much time like 2 to 3 days.,4,8.2,2020-03-15
Satheesh kumar Engineering,i click to transfer money...but it is not receiving transfer request....😏😏,3,8.8,2020-07-06
corona issue gfhjh,good app .received payment.but very limited offers.,4,0.0,2020-07-08
Laxminarayan Sharma,do not install it.. it's a something like spyware who collects all your information as device your personal phone calls and everything i r doing on your mobile phone... so don't be greedy.. it's a spyware,1,0.0,2019-11-03
Aman Rajput,this app work is good but withdrawal time is. long please work to fast withdraw,5,9.0,2020-09-15
